,CaseName,ours_TotalRunningTime,ours_RunningTime_1,ours_RunningTime_2,ours_RunningTime_3,ours_RunningTime_4,ours_RunningTime_5,ours_RunningTime_6,ours_DSC_AUC,ours_NSD_AUC,ours_DSC_Final,ours_NSD_Final,ours_DSC_1,ours_DSC_2,ours_DSC_3,ours_DSC_4,ours_DSC_5,ours_DSC_6,ours_NSD_1,ours_NSD_2,ours_NSD_3,ours_NSD_4,ours_NSD_5,ours_NSD_6,spacing,shape,ours_voxel_counts,has_bbox,ours_object_shapes,modality,segvol_DSC_AUC,segvol_NSD_AUC,segvol_DSC_Final,segvol_NSD_Final,segvol_DSC_1,segvol_DSC_2,segvol_DSC_3,segvol_DSC_4,segvol_DSC_5,segvol_DSC_6,segvol_NSD_1,segvol_NSD_2,segvol_NSD_3,segvol_NSD_4,segvol_NSD_5,segvol_NSD_6,vista3d_DSC_AUC,vista3d_NSD_AUC,vista3d_DSC_Final,vista3d_NSD_Final,vista3d_DSC_1,vista3d_DSC_2,vista3d_DSC_3,vista3d_DSC_4,vista3d_DSC_5,vista3d_DSC_6,vista3d_NSD_1,vista3d_NSD_2,vista3d_NSD_3,vista3d_NSD_4,vista3d_NSD_5,vista3d_NSD_6,sammed3d_DSC_AUC,sammed3d_NSD_AUC,sammed3d_DSC_Final,sammed3d_NSD_Final,sammed3d_DSC_1,sammed3d_DSC_2,sammed3d_DSC_3,sammed3d_DSC_4,sammed3d_DSC_5,sammed3d_DSC_6,sammed3d_NSD_1,sammed3d_NSD_2,sammed3d_NSD_3,sammed3d_NSD_4,sammed3d_NSD_5,sammed3d_NSD_6,nninteractive_TotalRunningTime,nninteractive_RunningTime_1,nninteractive_RunningTime_2,nninteractive_RunningTime_3,nninteractive_RunningTime_4,nninteractive_RunningTime_5,nninteractive_RunningTime_6,nninteractive_DSC_AUC,nninteractive_NSD_AUC,nninteractive_DSC_Final,nninteractive_NSD_Final,nninteractive_DSC_1,nninteractive_DSC_2,nninteractive_DSC_3,nninteractive_DSC_4,nninteractive_DSC_5,nninteractive_DSC_6,nninteractive_NSD_1,nninteractive_NSD_2,nninteractive_NSD_3,nninteractive_NSD_4,nninteractive_NSD_5,nninteractive_NSD_6,nninteractive_num_class,nninteractive_runtime_upperbound
352,CT_COVID-19-20-CT-SegChallenge_volume-covid19-A-0472,6.080632448196411,0.9971539974212646,0.9823446273803712,1.0172364711761477,1.025008201599121,1.0396862030029297,1.0192029476165771,2.49216345845751,2.7740548535430247,0.6521763002688237,0.725642439510858,0.5357750115137626,0.5766998671428532,0.5922372169013849,0.6342893165243662,0.6511988413259205,0.6521763002688237,0.6371048991529246,0.6434817107116582,0.6555950232637239,0.706166289547408,0.7277314656206345,0.725642439510858,[0.79699999 0.79699999 5.        ],"(9, 512, 512)",[2346502   10280    2514],True,"[[0, 8, 227, 280, 330, 371], [2, 7, 171, 200, 344, 374]]",CT,2.42813617,3.03917585,0.607034042,0.759793962,0.607034042,0.607034042,0.607034042,0.607034042,0.607034042,0.607034042,0.759793962,0.759793962,0.759793962,0.759793962,0.759793962,0.759793962,1.345654611,1.472936763,0.456238461,0.488218993,0.0,0.137283778,0.330520773,0.360005079,0.358367639,0.456238461,0.0,0.0,0.38517881,0.414037816,0.429610641,0.488218993,0.522912883,0.139038601,0.213597728,0.278077202,0.089113841,0.113570869,0.117089287,0.120296866,0.121942432,0.213597728,0.0,0.0,0.0,0.0,0.0,0.278077202,45.92255973815918,7.549582719802856,7.760890007019043,7.620223999023437,7.507538318634033,7.779204368591309,7.705120325088501,2.9621338919563245,3.3632479115251,0.7453916437097909,0.8962688174287086,0.6304791947333177,0.7008926057174788,0.7210324765397911,0.7562752343985033,0.7616840563043952,0.7453916437097909,0.7103933826332112,0.797622345878779,0.8004976542155954,0.8322441669075207,0.8835605087482399,0.8962688174287086,2.0,180.0
353,CT_COVID-19-20-CT-SegChallenge_volume-covid19-A-0475,26.50154280662537,4.438060998916626,4.500966548919678,4.708993434906006,4.244167327880859,4.340336084365845,4.2690184116363525,2.928710504179972,3.6757465159274334,0.7784136873856314,0.94473011673507,0.4764102122117056,0.6960456501815243,0.7301776366127011,0.699289530365469,0.7620136684182233,0.7784136873856314,0.608038419307685,0.8813395529552324,0.9105772652466476,0.9012420513937928,0.9508923644418432,0.94473011673507,[0.88671899 0.88671899 5.        ],"(17, 512, 512)","[4450051      58     328     102    4391     715      54     121     544
      84]",True,"[[0, 1, 319, 341, 304, 320], [2, 3, 282, 300, 286, 299], [4, 5, 196, 203, 367, 378], [4, 10, 259, 306, 213, 260], [4, 5, 280, 307, 288, 313], [7, 7, 234, 254, 384, 402], [11, 11, 245, 273, 109, 137], [12, 15, 260, 289, 320, 349], [16, 16, 314, 342, 186, 209]]",CT,2.525521855,3.36350505,0.631380464,0.840876263,0.631380464,0.631380464,0.631380464,0.631380464,0.631380464,0.631380464,0.840876263,0.840876263,0.840876263,0.840876263,0.840876263,0.840876263,1.233031101,2.522333993,0.313952857,0.634111927,0.0,0.308291498,0.315779079,0.303099914,0.30302993,0.313952857,0.0,0.635089816,0.64013087,0.625844768,0.621757482,0.634111927,0.321407077,0.0,0.080351769,0.0,0.080351769,0.080351769,0.080351769,0.080351769,0.080351769,0.080351769,0.0,0.0,0.0,0.0,0.0,0.0,54.446977853775024,9.668350458145142,8.765729427337646,8.740540981292725,9.555754899978638,8.828206062316895,8.88839602470398,2.8788368921574303,3.6650076723756304,0.7460443752109506,0.9298900368942934,0.6151568969768978,0.6773095303384457,0.7015787800961714,0.7182146270188561,0.7473665322677046,0.7460443752109506,0.8518107095777683,0.9008054604079292,0.9086140758017144,0.9106343199754684,0.9304115279473366,0.9298900368942934,9.0,810.0
354,CT_COVID-19-20-CT-SegChallenge_volume-covid19-A-0526,9.647515535354614,1.5546011924743652,1.5684046745300293,1.5643341541290283,1.7327711582183838,1.675811767578125,1.5515925884246826,2.9902599305417183,3.542005448140727,0.753080512710004,0.8914609990116341,0.7028040072021214,0.7398406022385906,0.7365349917586653,0.7517954414964182,0.7554689398123378,0.753080512710004,0.8611472710428597,0.8845047393241305,0.8670386395781228,0.8942793441198553,0.892704595274866,0.8914609990116341,[0.801 0.801 5.   ],"(15, 512, 512)",[3924625    2704    4518     313],True,"[[0, 7, 281, 304, 197, 222], [6, 12, 145, 194, 176, 229], [13, 14, 255, 285, 164, 194]]",CT,3.063366077,3.667934191,0.765841519,0.916983548,0.765841519,0.765841519,0.765841519,0.765841519,0.765841519,0.765841519,0.916983548,0.916983548,0.916983548,0.916983548,0.916983548,0.916983548,1.974507722,2.658753338,0.558817041,0.741693158,0.0,0.317421215,0.419170335,0.55622296,0.560995298,0.558817041,0.0,0.504560331,0.595615334,0.718549873,0.721461387,0.741693158,1.42904636,1.993680813,0.35726159,0.498420203,0.28073494,0.35726159,0.35726159,0.35726159,0.35726159,0.35726159,0.4143012,0.498420203,0.498420203,0.498420203,0.498420203,0.498420203,43.15520644187927,7.149101972579956,7.153783082962036,7.170459985733032,7.318871259689331,7.082300186157227,7.28068995475769,2.961578971858531,3.6145066652282094,0.7473750685640282,0.9253249749308132,0.6442182579152153,0.722706717590889,0.7212832267713664,0.7501223635481774,0.7551324884615286,0.7473750685640282,0.8696143848979189,0.8984269650421403,0.8771022496225597,0.9240588274103312,0.9014696182088434,0.9253249749308132,3.0,270.0
355,CT_COVID-19-20-CT-SegChallenge_volume-covid19-A-0581,6.729218006134033,1.0352697372436523,1.1682581901550293,1.173816204071045,1.20509934425354,1.0715796947479248,1.0751948356628418,2.8272098796769534,2.766431675609888,0.7161446556367442,0.709699393746138,0.639040281038066,0.6851595077712653,0.7061058123645976,0.7124280228610526,0.7080239627472987,0.7161446556367442,0.6758495449536911,0.6659638621039692,0.6856659650897243,0.6971126155533625,0.6958214670417471,0.709699393746138,[0.741 0.741 5.   ],"(16, 512, 512)",[4110129   79429    4746],True,"[[0, 15, 260, 385, 295, 431], [1, 4, 335, 391, 120, 206]]",CT,3.034833088,3.542851943,0.758708272,0.885712986,0.758708272,0.758708272,0.758708272,0.758708272,0.758708272,0.758708272,0.885712986,0.885712986,0.885712986,0.885712986,0.885712986,0.885712986,0.649121288,0.387758508,0.237826228,0.238411316,0.0,0.083281489,0.089281818,0.133531022,0.26575459,0.237826228,0.0,0.0,0.0,0.0,0.26855285,0.238411316,1.696349006,2.444032294,0.423417691,0.610306108,0.44360735,0.428645418,0.423482068,0.423417691,0.423417691,0.423417691,0.616514674,0.615999158,0.610267445,0.610306108,0.610306108,0.610306108,49.650710105896,8.330260753631592,8.462124347686768,8.288206338882446,8.736639976501465,7.682413101196289,8.151065587997437,2.4852082794237527,2.605940256194179,0.6420118769976951,0.6453971913999984,0.6630234190813002,0.632824866330467,0.6014750528939969,0.6229056962084494,0.623409158657225,0.6420118769976951,0.7848300570293032,0.6930244256839906,0.6208836181067202,0.6432542817007979,0.6725915478446665,0.6453971913999984,2.0,180.0
356,CT_COVID-19-20-CT-SegChallenge_volume-covid19-A-0612,36.54536437988281,5.819767951965332,5.994395732879639,6.031910181045532,6.28390097618103,6.0692832469940186,6.346106290817261,1.9208453899701936,2.211631500512232,0.5074312290584704,0.6081093275688068,0.2951482911937697,0.4289914874319369,0.4742893031887595,0.476163672355379,0.5021810561808518,0.5074312290584704,0.3029333138802088,0.4895623107797776,0.535264621252932,0.5399433859934564,0.5875876740915505,0.6081093275688068,[0.703125 0.703125 5.      ],"(49, 512, 512)","[12425259    50061   293653      251      833      393     2037    13037
     4221      186     6774    48351]",True,"[[0, 15, 249, 372, 314, 427], [6, 48, 168, 312, 329, 410], [7, 7, 301, 335, 309, 340], [9, 9, 291, 333, 299, 338], [13, 13, 235, 270, 360, 390], [13, 14, 317, 371, 285, 346], [17, 25, 314, 374, 285, 353], [19, 26, 162, 183, 187, 211], [22, 22, 319, 335, 347, 368], [27, 32, 195, 268, 121, 192], [29, 47, 280, 371, 112, 218]]",CT,2.239104921,2.837704662,0.55977623,0.709426166,0.55977623,0.55977623,0.55977623,0.55977623,0.55977623,0.55977623,0.709426166,0.709426166,0.709426166,0.709426166,0.709426166,0.709426166,0.61835333,0.0,0.174075444,0.0,0.0,0.101332274,0.141110735,0.16875317,0.170785566,0.174075444,0.0,0.0,0.0,0.0,0.0,0.0,0.403120198,0.0,0.102447671,0.0,0.080204736,0.095714266,0.099136445,0.102452366,0.102450419,0.102447671,0.0,0.0,0.0,0.0,0.0,0.0,60.24885702133179,9.99456524848938,9.583232641220093,10.296318531036375,10.04032278060913,9.56394338607788,10.770474433898926,2.7563386580816625,3.178412949961112,0.73116337686441,0.8238519140947392,0.5895607747831136,0.6515867877029045,0.6691086334053313,0.6811223821905974,0.7147325602020763,0.73116337686441,0.7162753156659729,0.772250949915465,0.7662458138587271,0.7996883805601634,0.8144273235371194,0.8238519140947392,11.0,990.0
357,CT_COVID-19-20-CT-SegChallenge_volume-covid19-A-0614,6.253570795059204,1.1079368591308594,1.0700371265411377,1.019038200378418,0.98707914352417,1.0462703704833984,1.0232090950012207,1.919890458898796,1.9128050601566744,0.6490100443977789,0.6371361446260744,0.2678654104979812,0.4318734041444204,0.4432008995507122,0.4157492028453661,0.5204986322316179,0.6490100443977789,0.242406832660695,0.4363599145322917,0.448732840829268,0.4135862544751467,0.5137379352730767,0.6371361446260744,[0.72299999 0.72299999 5.        ],"(14, 512, 512)",[3592825   76683     508],True,"[[0, 12, 289, 442, 81, 237], [13, 13, 341, 379, 404, 428]]",CT,2.739661685,3.31761597,0.684915421,0.829403993,0.684915421,0.684915421,0.684915421,0.684915421,0.684915421,0.684915421,0.829403993,0.829403993,0.829403993,0.829403993,0.829403993,0.829403993,1.016827619,1.023112046,0.264543234,0.382774243,0.0,0.146722115,0.189877394,0.291783986,0.329533565,0.264543234,0.0,0.0,0.0,0.406501991,0.425222933,0.382774243,1.31874807,2.263974929,0.329535957,0.566200116,0.333564017,0.330436917,0.329689719,0.329535957,0.329535957,0.329535957,0.554895185,0.56458272,0.566183279,0.566200116,0.566200116,0.566200116,47.75862574577332,8.108611106872559,7.931687593460083,8.005293369293213,8.371625900268555,7.693936109542847,7.64747166633606,2.8425060115766505,2.853772307516191,0.7439076451910138,0.7366357059949897,0.639669551190712,0.6606577880279321,0.6845867423859564,0.715600268885579,0.740036283695642,0.7439076451910138,0.6724686439230485,0.6775002845965542,0.6979159240265937,0.7025861791472181,0.7462022090466075,0.7366357059949897,2.0,180.0
358,CT_COVID-19-20-CT-SegChallenge_volume-covid19-A-0638,7.484709501266479,1.1624274253845217,1.1940155029296875,1.1680591106414795,1.2689576148986816,1.3122665882110596,1.3789832592010498,2.817376920593784,2.1090257515410773,0.732596946830552,0.5511189660545588,0.71075285736963,0.6825110952760667,0.6995062881906864,0.6976475109355365,0.712669100414252,0.732596946830552,0.4982501457282179,0.5071519969423919,0.5270425814556343,0.511798899676406,0.5410487889105619,0.5511189660545588,[0.78200001 0.78200001 5.        ],"(36, 512, 512)",[9323400   55433   58351],True,"[[0, 34, 300, 350, 288, 374], [0, 35, 297, 336, 133, 211]]",CT,2.456005839,2.417936183,0.61400146,0.604484046,0.61400146,0.61400146,0.61400146,0.61400146,0.61400146,0.61400146,0.604484046,0.604484046,0.604484046,0.604484046,0.604484046,0.604484046,2.682113709,2.149765572,0.701256694,0.573491103,0.0,0.555850209,0.66137879,0.693437949,0.698743518,0.701256694,0.0,0.398480541,0.524597132,0.575281628,0.56390099,0.573491103,0.141203751,0.0,0.037060021,0.0,0.023325513,0.030060499,0.033510492,0.037071408,0.037061591,0.037060021,0.0,0.0,0.0,0.0,0.0,0.0,43.44235682487488,7.081079959869385,6.964965105056763,7.351724863052368,7.734302997589111,7.171757936477661,7.13852596282959,3.077049496625724,2.5872787732463416,0.8168221650224801,0.7440077265045143,0.7360461473280074,0.7690812399685876,0.7347140904273771,0.7618113131611164,0.7875723905416969,0.8168221650224801,0.6640344031270993,0.6292491210583246,0.5700504528973394,0.6441201422868523,0.6864797542807306,0.7440077265045143,2.0,180.0
359,CT_COVID-19-20-CT-SegChallenge_volume-covid19-A-0685,3.231430530548096,0.5271909236907959,0.5325465202331543,0.5559492111206055,0.5434472560882568,0.5382988452911377,0.5339977741241455,1.9422469099329405,2.1936878755649065,0.5250396803677959,0.5995692654772946,0.3582239097189263,0.4383015236195821,0.4893742125157497,0.484938926656718,0.4862631687667837,0.5250396803677959,0.4065855390757841,0.4929898302985866,0.5623995928017262,0.5464391571600731,0.5385695777151668,0.5995692654772946,[0.93800002 0.93800002 5.        ],"(13, 512, 512)",[3384721   23151],True,"[[0, 12, 147, 213, 112, 200]]",CT,2.603457307,2.821775613,0.650864327,0.705443903,0.650864327,0.650864327,0.650864327,0.650864327,0.650864327,0.650864327,0.705443903,0.705443903,0.705443903,0.705443903,0.705443903,0.705443903,0.453247048,0.0,0.096603712,0.0,0.0,0.046576383,0.136140407,0.112156384,0.13336021,0.096603712,0.0,0.0,0.0,0.0,0.0,0.0,1.861103871,2.486181681,0.470774657,0.631890931,0.394005225,0.426785144,0.470774657,0.470774657,0.470774657,0.470774657,0.50448981,0.549126845,0.631890931,0.631890931,0.631890931,0.631890931,45.35338187217712,7.541760206222534,7.688491106033325,7.469560384750366,7.520328521728516,7.593899965286255,7.539341688156128,1.9407263500550849,2.2545672768723946,0.3852791878172589,0.5027748909116618,0.4522469034701607,0.5050435421980194,0.565955361518243,0.4930868939030244,0.4365227296261779,0.3852791878172589,0.4495797540083254,0.4766351104292853,0.5587236469238902,0.6331404130660017,0.5729982162120292,0.5027748909116618,1.0,90.0
360,CT_COVID-19-20-CT-SegChallenge_volume-covid19-A-0696,6.442942142486572,1.1211373805999756,1.0889513492584229,1.1394646167755127,1.0835886001586914,1.0347235202789309,0.9750766754150392,2.909472898375744,3.4241425505310694,0.7324184624344787,0.8638307100576763,0.297747801283575,0.5652253760337876,0.7255321089690565,0.7583852806014675,0.7767335895710868,0.7324184624344787,0.3371102591566859,0.6704389836111588,0.8634347288874907,0.8949727308674779,0.8986002439416829,0.8638307100576763,[0.93000001 0.93000001 5.        ],"(10, 512, 512)",[2610965   10278     197],True,"[[0, 8, 339, 388, 143, 213], [9, 9, 272, 286, 144, 163]]",CT,3.128743682,3.712353885,0.782185921,0.928088471,0.782185921,0.782185921,0.782185921,0.782185921,0.782185921,0.782185921,0.928088471,0.928088471,0.928088471,0.928088471,0.928088471,0.928088471,2.219510938,3.093541431,0.564530195,0.791601786,0.0,0.482286228,0.544217422,0.575719899,0.576165405,0.564530195,0.0,0.725496285,0.762133008,0.78313403,0.789725357,0.791601786,0.825575938,1.342148132,0.206255453,0.334040555,0.189397232,0.207152116,0.206247901,0.206247901,0.206376351,0.206255453,0.0,0.343357874,0.334440573,0.334440573,0.334567771,0.334040555,46.24514651298523,7.761170148849487,7.652212142944336,7.776408672332764,7.834247827529907,7.610136270523071,7.610971450805664,3.0185014224982405,3.800544178068941,0.7653751523784433,0.960916795917366,0.7120193222329751,0.7833674776684241,0.7942552673274528,0.7399409575845161,0.7099338825628378,0.7653751523784433,0.8053286666506898,0.9199796786550728,0.9645836814453168,0.946861484702636,0.9486507746347688,0.960916795917366,2.0,180.0
361,CT_COVID19-CT-Seg-Bench_coronacases_006,6.80374550819397,1.1375486850738523,1.1209499835968018,1.1069655418395996,1.1351580619812012,1.1870126724243164,1.1161105632781982,2.7124896797905182,1.8797045693176115,0.7122256415473435,0.4960123528753736,0.5742288830622063,0.6372132407540091,0.6381442199381372,0.6945426682180662,0.7050833504836386,0.7122256415473435,0.3569528693659924,0.4337733805618649,0.4426818283564624,0.4830625072461089,0.4890673669964209,0.4960123528753736,[0.75976562 0.75976562 1.5       ],"(70, 512, 512)",[18200478   149602],True,"[[0, 69, 209, 298, 96, 210]]",CT,3.213193585,2.505361885,0.803298396,0.626340471,0.803298396,0.803298396,0.803298396,0.803298396,0.803298396,0.803298396,0.626340471,0.626340471,0.626340471,0.626340471,0.626340471,0.626340471,2.908024872,2.129445197,0.796507439,0.621532984,0.0,0.509011626,0.753188786,0.779558491,0.722518062,0.796507439,0.0,0.23058205,0.536903308,0.590821716,0.575662655,0.621532984,2.689936758,1.745865713,0.663216301,0.432429194,0.699863569,0.709972981,0.673345057,0.66678076,0.663216301,0.663216301,0.443403907,0.461947204,0.433631812,0.432616508,0.432429194,0.432429194,48.98828125,8.246066331863403,7.850157260894775,8.156884670257568,8.377416849136353,7.8205530643463135,8.537203073501587,3.4397005886584413,2.921274644099876,0.8614529729310128,0.7434329870116385,0.801360290387303,0.8362964486695367,0.8496739299784104,0.8674588601629536,0.8736930877168027,0.8614529729310128,0.649724990662842,0.6848752324931459,0.6953920478927125,0.7471105898376059,0.7646178966171652,0.7434329870116385,1.0,90.0
362,CT_GTVpEnhance_segrap_0002,3.230701208114624,0.5018975734710693,0.5710415840148926,0.5428848266601562,0.542288064956665,0.5328848361968994,0.5397043228149414,3.137533147400683,3.5775300031812813,0.8028577807546328,0.920881804635957,0.7311545597259883,0.7680688451585725,0.7736577233011207,0.7859936790061646,0.7924184321367951,0.8028577807546328,0.7877884290183867,0.870038022122457,0.8813571855591542,0.8970723635995449,0.9036405406433754,0.920881804635957,[0.56933594 0.56933594 3.        ],"(18, 512, 512)",[4705424   13168],True,"[[0, 17, 206, 235, 231, 279]]",CT,2.715978226,2.856937506,0.678994557,0.714234377,0.678994557,0.678994557,0.678994557,0.678994557,0.678994557,0.678994557,0.714234377,0.714234377,0.714234377,0.714234377,0.714234377,0.714234377,2.691477188,2.76403884,0.661517516,0.665755952,0.0,0.747791165,0.660608435,0.663567602,0.662646812,0.661517516,0.0,0.853882209,0.665818574,0.670598788,0.667802398,0.665755952,0.415654119,0.0,0.10391353,0.0,0.10391353,0.10391353,0.10391353,0.10391353,0.10391353,0.10391353,0.0,0.0,0.0,0.0,0.0,0.0,41.000651359558105,6.746019601821899,6.697559118270874,7.081653118133545,6.806380748748779,6.888164281845093,6.780874490737915,3.11799886841582,3.560867710483965,0.830566496116612,0.9597837998583928,0.587615075930443,0.7239488117001828,0.763658209060711,0.7756571300011249,0.8014258754455861,0.830566496116612,0.7246993264746785,0.8077772145179154,0.8665183833465169,0.8946024816634925,0.9159663382858018,0.9597837998583928,1.0,90.0
363,CT_GTVpEnhance_segrap_0012,3.880364418029785,0.6049623489379883,0.667365312576294,0.635265588760376,0.7058753967285156,0.6041104793548584,0.6627852916717529,3.445052005257265,3.74959949901548,0.8636421475064846,0.9477391702911728,0.8201589004952103,0.8531695423855964,0.8631634055362869,0.8623962040332147,0.8610865507417231,0.8636421475064846,0.8768416803592438,0.9210689638528784,0.9373694670974232,0.9361671087792484,0.9416588560667836,0.9477391702911728,[0.49023438 0.49023438 3.        ],"(32, 512, 512)",[8334674   53934],True,"[[0, 31, 186, 230, 216, 293]]",CT,2.500971253,2.623436949,0.625242813,0.655859237,0.625242813,0.625242813,0.625242813,0.625242813,0.625242813,0.625242813,0.655859237,0.655859237,0.655859237,0.655859237,0.655859237,0.655859237,2.825422693,2.892418154,0.71062076,0.720922808,0.0,0.620303928,0.728197348,0.717931692,0.713831309,0.71062076,0.0,0.613569103,0.758409281,0.74021793,0.726544988,0.720922808,0.421999684,0.0,0.105499921,0.0,0.028067767,0.105499921,0.105499921,0.105499921,0.105499921,0.105499921,0.0,0.0,0.0,0.0,0.0,0.0,45.20025181770325,7.498677492141724,7.530032396316528,7.63624119758606,7.542992353439331,7.521712064743042,7.470596313476562,3.080417224332023,3.177072489889311,0.8018720476394213,0.8481793957328972,0.5347738558582741,0.6810792033348773,0.7292064680046482,0.803261852303749,0.8064732785364762,0.8018720476394213,0.5036431839808367,0.6855636815137353,0.736508125377423,0.8428676756610046,0.8308251502275672,0.8481793957328972,1.0,90.0
364,CT_GTVpEnhance_segrap_0021,3.174715518951416,0.5274910926818848,0.529139518737793,0.5382161140441895,0.5233602523803711,0.5213067531585693,0.5352017879486084,3.129942903055776,3.754487392509868,0.794408272692455,0.9418303154520342,0.7391004369681637,0.7739916306220769,0.7779937104695948,0.7774791342481256,0.7902701066807899,0.794408272692455,0.8755130324232366,0.9299944470533216,0.9382235220191382,0.9418054988464956,0.9385459903915568,0.9418303154520342,[0.54394531 0.54394531 3.        ],"(18, 512, 512)",[4706285   12307],True,"[[0, 17, 251, 289, 232, 285]]",CT,2.677767722,3.245197804,0.669441931,0.811299451,0.669441931,0.669441931,0.669441931,0.669441931,0.669441931,0.669441931,0.811299451,0.811299451,0.811299451,0.811299451,0.811299451,0.811299451,2.53672429,2.998809126,0.637503965,0.752696829,0.0,0.636428887,0.629124163,0.634496862,0.636136839,0.637503965,0.0,0.743485339,0.744499334,0.752272494,0.753946213,0.752696829,1.329838088,2.170796864,0.332459522,0.542699216,0.318911965,0.332459522,0.332459522,0.332459522,0.332459522,0.332459522,0.488129466,0.542699216,0.542699216,0.542699216,0.542699216,0.542699216,44.9018018245697,7.486278295516968,7.338618040084839,7.332570314407349,7.515774965286255,7.582167148590088,7.646393060684204,2.709994989839193,3.197109272304932,0.7393349148874183,0.8938317381593042,0.5978537136402147,0.6823538186157518,0.6798080472499077,0.6532552414905356,0.6660873343471649,0.7393349148874183,0.7653011615762544,0.7880861730946098,0.7510011759124774,0.8083127557286528,0.796836385036845,0.8938317381593042,1.0,90.0
365,CT_GTVpEnhance_segrap_0034,3.184530019760132,0.4829294681549072,0.5304555892944336,0.5338504314422607,0.5296740531921387,0.5675535202026367,0.5400669574737549,3.514122695314616,3.90039600690292,0.8867366279876103,0.9811110312577828,0.8275027724569008,0.8513207547169811,0.8779353859291238,0.8799719232569022,0.8871866947762942,0.8867366279876103,0.9009330977617692,0.9491887926359466,0.9820422002789114,0.9684353347230764,0.9847685599540672,0.9811110312577828,[0.54296875 0.54296875 3.        ],"(18, 512, 512)",[4696755   21837],True,"[[0, 17, 235, 284, 224, 290]]",CT,3.372484039,3.870328677,0.84312101,0.967582169,0.84312101,0.84312101,0.84312101,0.84312101,0.84312101,0.84312101,0.967582169,0.967582169,0.967582169,0.967582169,0.967582169,0.967582169,3.357263713,3.674004631,0.817824249,0.892752784,0.0,0.872304503,0.853401785,0.833927539,0.824870013,0.817824249,0.0,0.95777966,0.934994116,0.913206597,0.900537696,0.892752784,0.596732436,0.0,0.153095714,0.0,0.062433846,0.121794872,0.153095714,0.153095714,0.153095714,0.153095714,0.0,0.0,0.0,0.0,0.0,0.0,46.35779333114624,7.550539970397949,7.881114482879639,7.456655025482178,8.046926021575928,7.517319917678833,7.905237913131714,3.0017461467038027,3.370611960607535,0.8024597197063591,0.8931560057749142,0.4925149700598802,0.6363218654873356,0.7525173881449185,0.7356266921484312,0.794211273813605,0.8024597197063591,0.4934024539681919,0.6906066697885682,0.8435321044878005,0.8497334963249672,0.8854650220130262,0.8931560057749142,1.0,90.0
366,CT_GTVpEnhance_segrap_0039,3.122884750366211,0.5089864730834961,0.4993238449096679,0.5111784934997559,0.5473477840423584,0.5143754482269287,0.5416727066040039,3.35002678174206,3.931776585328805,0.8437623762376237,0.9913743289455964,0.790717335249609,0.8235615938725267,0.830484729616139,0.8413361169102297,0.8445439501606152,0.8437623762376237,0.9263079650686048,0.9661499902765864,0.9754237054299266,0.9881269303090212,0.9894637899787664,0.9913743289455964,[0.58398438 0.58398438 3.        ],"(16, 512, 512)",[4184519    9785],True,"[[0, 15, 260, 294, 233, 285]]",CT,2.955441534,3.451977231,0.738860383,0.862994308,0.738860383,0.738860383,0.738860383,0.738860383,0.738860383,0.738860383,0.862994308,0.862994308,0.862994308,0.862994308,0.862994308,0.862994308,3.111907874,3.703487538,0.776075605,0.916729063,0.0,0.784222522,0.776962219,0.777490873,0.777305718,0.776075605,0.0,0.935862969,0.926300463,0.925860958,0.925030101,0.916729063,2.269397071,2.748352404,0.59076322,0.698521455,0.264986968,0.546636659,0.51917069,0.59076322,0.59076322,0.59076322,0.41906541,0.683312387,0.660392572,0.698521455,0.698521455,0.698521455,41.810789585113525,6.729809045791626,7.058618307113648,7.649650812149048,6.7238404750823975,6.772861957550049,6.876008987426758,2.8886928608585247,3.5245724554856417,0.6727631343015958,0.8701903012042256,0.5300549823932785,0.6884089066895532,0.6958609743193195,0.7572438652433107,0.7550020008003201,0.6727631343015958,0.690748528961083,0.8368641912182123,0.8203663426965497,0.9151292025056514,0.9355496640722218,0.8701903012042256,1.0,90.0
