,CaseName,ours_TotalRunningTime,ours_RunningTime_1,ours_RunningTime_2,ours_RunningTime_3,ours_RunningTime_4,ours_RunningTime_5,ours_RunningTime_6,ours_DSC_AUC,ours_NSD_AUC,ours_DSC_Final,ours_NSD_Final,ours_DSC_1,ours_DSC_2,ours_DSC_3,ours_DSC_4,ours_DSC_5,ours_DSC_6,ours_NSD_1,ours_NSD_2,ours_NSD_3,ours_NSD_4,ours_NSD_5,ours_NSD_6,spacing,shape,ours_voxel_counts,has_bbox,ours_object_shapes,modality,segvol_DSC_AUC,segvol_NSD_AUC,segvol_DSC_Final,segvol_NSD_Final,segvol_DSC_1,segvol_DSC_2,segvol_DSC_3,segvol_DSC_4,segvol_DSC_5,segvol_DSC_6,segvol_NSD_1,segvol_NSD_2,segvol_NSD_3,segvol_NSD_4,segvol_NSD_5,segvol_NSD_6,vista3d_DSC_AUC,vista3d_NSD_AUC,vista3d_DSC_Final,vista3d_NSD_Final,vista3d_DSC_1,vista3d_DSC_2,vista3d_DSC_3,vista3d_DSC_4,vista3d_DSC_5,vista3d_DSC_6,vista3d_NSD_1,vista3d_NSD_2,vista3d_NSD_3,vista3d_NSD_4,vista3d_NSD_5,vista3d_NSD_6,sammed3d_DSC_AUC,sammed3d_NSD_AUC,sammed3d_DSC_Final,sammed3d_NSD_Final,sammed3d_DSC_1,sammed3d_DSC_2,sammed3d_DSC_3,sammed3d_DSC_4,sammed3d_DSC_5,sammed3d_DSC_6,sammed3d_NSD_1,sammed3d_NSD_2,sammed3d_NSD_3,sammed3d_NSD_4,sammed3d_NSD_5,sammed3d_NSD_6,nninteractive_TotalRunningTime,nninteractive_RunningTime_1,nninteractive_RunningTime_2,nninteractive_RunningTime_3,nninteractive_RunningTime_4,nninteractive_RunningTime_5,nninteractive_RunningTime_6,nninteractive_DSC_AUC,nninteractive_NSD_AUC,nninteractive_DSC_Final,nninteractive_NSD_Final,nninteractive_DSC_1,nninteractive_DSC_2,nninteractive_DSC_3,nninteractive_DSC_4,nninteractive_DSC_5,nninteractive_DSC_6,nninteractive_NSD_1,nninteractive_NSD_2,nninteractive_NSD_3,nninteractive_NSD_4,nninteractive_NSD_5,nninteractive_NSD_6,nninteractive_num_class,nninteractive_runtime_upperbound
1064,MR_BraTS-T1n_bratsgli_0274,2.717921018600464,0.0,0.5089499950408936,0.540930986404419,0.5435798168182373,0.5605785846710205,0.5638816356658936,0.1473877861284611,0.0,0.0434807747904018,0.0,0.0,0.0374725819005165,0.0326295198338274,0.036501481146759,0.0377801068024155,0.0434807747904018,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(60, 218, 182)",[2292518    4155   34920   48967],False,"[[13, 52, 111, 162, 87, 119], [0, 59, 91, 168, 69, 134], [4, 59, 100, 166, 86, 121]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.398335529,1.598744888,0.340931568,0.353613033,0.0,0.242873869,0.351100076,0.38675049,0.368582245,0.340931568,0.0,0.361534332,0.386073187,0.4489212,0.406176818,0.353613033,0.97799701,1.37840089,0.255791003,0.345940625,0.0,0.217759355,0.229811725,0.255613358,0.255796748,0.255791003,0.0,0.333715217,0.346777017,0.345852479,0.345943473,0.345940625,38.92791962623596,0.0,7.830654144287109,7.780831813812256,7.793543815612793,7.680346488952637,7.842543363571167,1.926437319837908,1.8388910452653024,0.5264413315811143,0.485473132596236,0.0,0.2686002673667264,0.4736536901072514,0.5669719324500849,0.4882908978066507,0.5264413315811143,0.0,0.342992915508685,0.4489905545241234,0.5211829798208236,0.4544844868678948,0.485473132596236,3.0,270.0
1065,MR_BraTS-T1n_bratsgli_0277,2.7930822372436523,0.0,0.5543479919433594,0.5666995048522949,0.5570023059844971,0.5612037181854248,0.5538287162780762,0.0137975577460815,0.0,0.0049988283995938,0.0,0.0,0.0022024451636102,0.0026891358910003,0.0032147880249146,0.0042929970485645,0.0049988283995938,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(83, 218, 182)",[3202281     176   78216   12435],False,"[[39, 63, 164, 169, 78, 81], [0, 82, 106, 189, 50, 95], [21, 67, 151, 186, 64, 92]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.811856643,1.768368909,0.498294425,0.475592417,0.0,0.383081848,0.451595255,0.459356694,0.460216558,0.498294425,0.0,0.446794532,0.442579738,0.43000127,0.434594426,0.475592417,0.603101157,0.115358869,0.137459744,0.0,0.0,0.255385735,0.131881218,0.137369161,0.137428039,0.137459744,0.0,0.230717738,0.0,0.0,0.0,0.0,40.126590728759766,0.0,7.822820425033569,7.770310878753662,8.932046175003052,7.779828786849976,7.821584463119507,1.2257139869701812,1.0791322724671897,0.3826745851854182,0.3239799522904585,0.0,0.0967224851889554,0.3107556953229698,0.3520574866874188,0.3232022697726056,0.3826745851854182,0.0,0.0,0.3115288539124004,0.3174361450445173,0.2881772973650424,0.3239799522904585,3.0,270.0
1066,MR_BraTS-T1n_bratsgli_0285,2.678133487701416,0.0,0.4964919090270996,0.536217212677002,0.5520493984222412,0.547785758972168,0.5455892086029053,0.1510689891793117,0.0,0.0409979342126171,0.0,0.0,0.0508077207181167,0.0348825173377497,0.033128612716763,0.0371550316594321,0.0409979342126171,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(76, 218, 182)",[2938155   39226   37995],False,"[[0, 75, 51, 104, 21, 74], [13, 69, 55, 98, 24, 61]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.202665525,3.437096133,0.800363236,0.84932953,0.0,0.781402072,0.797678011,0.807574124,0.806530736,0.800363236,0.0,0.839264027,0.858543909,0.867361857,0.866893588,0.84932953,2.048684904,1.785668328,0.562043575,0.520740368,0.0,0.488041716,0.50323015,0.503471946,0.516940162,0.562043575,0.0,0.39551765,0.435190587,0.437615093,0.45473364,0.520740368,34.65375733375549,0.0,6.947521209716797,6.922677040100098,6.944780588150024,6.94041919708252,6.898359298706055,2.777344625321568,2.7765052488800133,0.7342616163862343,0.7465265457139354,0.0,0.5368512813121172,0.6817606407987831,0.7336927029723082,0.7263348327013004,0.7342616163862343,0.0,0.5120573368006431,0.6811958211439362,0.7259267451323509,0.740090741346437,0.7465265457139354,2.0,180.0
1067,MR_BraTS-T1n_bratsgli_0287,2.573211431503296,0.0,0.4862415790557861,0.5247759819030762,0.5183131694793701,0.5208406448364258,0.5230400562286377,0.208388897918537,0.0,0.0552301255230125,0.0,0.0,0.0293333333333333,0.0489856506679861,0.0602739726027397,0.0568475452196382,0.0552301255230125,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(57, 218, 182)",[2208068     396   49348    3317     403],False,"[[23, 32, 105, 120, 97, 102], [0, 56, 83, 143, 89, 143], [18, 39, 102, 130, 91, 107], [37, 50, 122, 134, 93, 104]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.938267591,2.365710439,0.491608056,0.564731525,0.0,0.462473466,0.480040604,0.489084875,0.492101352,0.491608056,0.0,0.746964357,0.571693262,0.570951507,0.567217729,0.564731525,0.472054511,0.0,0.11961591,0.0,0.0,0.108496611,0.118827216,0.119565851,0.119605183,0.11961591,0.0,0.0,0.0,0.0,0.0,0.0,39.83103060722351,0.0,8.005254983901978,7.990878582000732,7.932758331298828,7.925909996032715,7.976228713989258,1.991988807449476,2.6290850582551792,0.6055874358376199,0.8147286037888405,0.0,0.4667841753971261,0.4099579764394844,0.4637493510622698,0.5820956743303487,0.6055874358376199,0.0,0.5516948604867207,0.5370536704419725,0.6702862776639709,0.7385333780114554,0.8147286037888405,4.0,360.0
1068,MR_BraTS-T1n_bratsgli_0300,2.863746166229248,0.0,0.5686266422271729,0.618351936340332,0.5277860164642334,0.5331621170043945,0.6158194541931152,0.6439504210890735,0.0,0.1683851569769631,0.0,0.0,0.1352871678216861,0.1512628559434688,0.1677755215470039,0.1730758811992762,0.1683851569769631,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(67, 218, 182)",[2610908   40412    5463    1509],False,"[[0, 66, 84, 146, 91, 141], [7, 42, 99, 135, 99, 126], [34, 54, 100, 115, 123, 137]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.152953397,2.716910975,0.548853039,0.680672585,0.0,0.523515888,0.532852021,0.570115944,0.513800968,0.548853039,0.0,0.645763857,0.687123009,0.702997244,0.663572501,0.680672585,1.124309529,1.189710714,0.291683401,0.308919746,0.0,0.224209969,0.282209632,0.292329245,0.291823966,0.291683401,0.0,0.231214223,0.301921187,0.308738437,0.308984106,0.308919746,39.815916299819946,0.0,7.899282217025757,7.982190370559692,7.997025012969971,7.929584741592407,8.00783395767212,2.503156202594905,2.6866188700025395,0.7017993177888445,0.7279400993552696,0.0,0.523421522562176,0.5873498753037671,0.6326594506865134,0.6705364564291146,0.7017993177888445,0.0,0.5860523457585073,0.6320963351706793,0.6912351223419696,0.706291189933002,0.7279400993552696,3.0,270.0
1069,MR_BraTS-T1n_bratsgli_0301,2.7719967365264893,0.0,0.5618579387664795,0.5497441291809082,0.5352418422698975,0.5663111209869385,0.5588417053222656,0.4516636098795071,0.0,0.1456964969896004,0.0,0.0,0.0750112968820605,0.0880942557190666,0.111916783041501,0.1412986741831089,0.1456964969896004,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(60, 218, 182)",[2354814   22647    1946    1153],False,"[[0, 59, 37, 86, 57, 91], [13, 40, 54, 74, 73, 91], [18, 38, 61, 70, 79, 88]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.294423946,3.17120059,0.607044873,0.835666111,0.0,0.475159311,0.57033223,0.574188882,0.608800742,0.607044873,0.0,0.646875349,0.781680227,0.808842972,0.839406662,0.835666111,0.09123083,0.0,0.0227784,0.0,0.0,0.022956313,0.022804628,0.022780445,0.0227784,0.0227784,0.0,0.0,0.0,0.0,0.0,0.0,40.70742440223694,0.0,8.573796033859253,7.775983572006226,8.904521465301514,7.673285245895386,7.77983808517456,2.177578243069647,2.7474005606506933,0.6906727507773233,0.8571163844120518,0.0,0.3984323092092971,0.5577625616342953,0.460585668106596,0.6146774833354459,0.6906727507773233,0.0,0.4732657210773077,0.65785398399442,0.6601878910006214,0.764167632910972,0.8571163844120518,3.0,270.0
1070,MR_BraTS-T1n_bratsgli_0305,2.776376724243164,0.0,0.4954676628112793,0.5762641429901123,0.5989344120025635,0.5450937747955322,0.5606167316436768,0.4764685323012833,0.0,0.1738575889519285,0.0,0.0,0.0613614573346116,0.1126331811263318,0.1073091017133802,0.1389167263183011,0.1738575889519285,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(48, 218, 182)",[1892319   11406     723],False,"[[1, 47, 41, 95, 106, 136], [0, 11, 55, 73, 125, 140]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.052023865,2.568280521,0.524899844,0.670830225,0.0,0.458117828,0.511106323,0.531918642,0.517490065,0.524899844,0.0,0.562795066,0.63336284,0.648193673,0.669911363,0.670830225,0.882715749,1.029081859,0.220678937,0.257270465,0.0,0.220678937,0.220678937,0.220678937,0.220678937,0.220678937,0.0,0.257270465,0.257270465,0.257270465,0.257270465,0.257270465,34.92339301109314,0.0,6.888461112976074,7.121275186538696,7.003674745559692,6.846623420715332,7.063358545303345,2.8842349714794,3.468299101015904,0.798494565285315,0.9392023068674618,0.0,0.4769022060931808,0.717310228010871,0.739485477861378,0.7897408799179033,0.798494565285315,0.0,0.6007419929638927,0.8583094130888067,0.8920504249276043,0.9479671130838162,0.9392023068674618,2.0,180.0
1071,MR_BraTS-T1n_bratsgli_0309,2.575259208679199,0.0,0.492138147354126,0.517906904220581,0.5184686183929443,0.5269351005554199,0.5198104381561279,0.1979266661891341,0.0,0.0621984974298141,0.0,0.0,0.0613061008658867,0.0380491451730311,0.0531038949023961,0.0450213269658564,0.0621984974298141,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(48, 218, 182)",[1885837   13101      95    5415],False,"[[0, 47, 70, 112, 91, 119], [13, 17, 82, 100, 92, 100], [14, 47, 80, 99, 92, 108]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.148936327,1.545933683,0.293485174,0.421861701,0.0,0.299009692,0.280097588,0.28948536,0.283105947,0.293485174,0.0,0.41026423,0.357974336,0.410112189,0.361784193,0.421861701,1.124037484,0.931471273,0.293117414,0.266134649,0.0,0.196253071,0.293117414,0.293117414,0.293117414,0.293117414,0.0,0.0,0.266134649,0.266134649,0.266134649,0.266134649,39.9394268989563,0.0,7.9533610343933105,8.109471797943115,8.06058645248413,7.979691743850708,7.836315870285034,2.640392947567697,3.2502434195277763,0.6908323167681782,0.8762464174453876,0.0,0.3624683710411102,0.6599288788186367,0.7512738862323,0.702539838612117,0.6908323167681782,0.0,0.6090533839519877,0.7544676658141295,0.8812045530652162,0.8719212999497427,0.8762464174453876,3.0,270.0
1072,MR_BraTS-T1n_bratsgli_0326,2.7133731842041016,0.0,0.5196905136108398,0.5482933521270752,0.5516595840454102,0.5487730503082275,0.5449566841125488,0.0865005248673633,0.0,0.0429214953348918,0.0,0.0,0.019437650165588,0.0148230894772702,0.022311478637527,0.0181863840023261,0.0429214953348918,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(86, 218, 182)",[3275456   59731    3087   73862],False,"[[0, 85, 100, 188, 81, 142], [13, 76, 130, 134, 104, 111], [9, 75, 131, 188, 85, 136]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.463546837,2.671605775,0.574072736,0.638396192,0.0,0.649589052,0.637099462,0.617686231,0.59693025,0.574072736,0.0,0.697035723,0.685868158,0.667017624,0.651004036,0.638396192,1.929231795,2.02736855,0.498021551,0.54216119,0.0,0.460186087,0.455258734,0.492650288,0.502218955,0.498021551,0.0,0.476661968,0.463186536,0.512506159,0.542264277,0.54216119,39.74900555610657,0.0,7.925528526306152,7.94978666305542,8.122298955917358,7.8977274894714355,7.853663921356201,2.438464119748662,2.375668241820687,0.6583066425207748,0.6541666265659641,0.0,0.5409436002185317,0.5718688246869116,0.6193267834745031,0.647643390217594,0.6583066425207748,0.0,0.5285032432634538,0.5403172902897803,0.5829088023698653,0.6611072142463325,0.6541666265659641,3.0,270.0
1073,MR_BraTS-T1n_bratsgli_0347,2.782102108001709,0.0,0.506279706954956,0.5457980632781982,0.6109411716461182,0.5696353912353516,0.549447774887085,0.4134717162967221,0.0,0.0939099026788401,0.0,0.0,0.0847363645528783,0.1026451839582392,0.0844305548439981,0.1370728438786254,0.0939099026788401,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(37, 218, 182)",[1438796   15652   13564],False,"[[1, 36, 93, 137, 34, 76], [0, 24, 100, 144, 38, 76]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.040812175,3.316308253,0.759571951,0.830378397,0.0,0.752983355,0.762688816,0.761531628,0.760314079,0.759571951,0.0,0.814878116,0.832168883,0.831217719,0.830293394,0.830378397,2.591399243,2.646724341,0.656102045,0.662513623,0.0,0.615480971,0.643403645,0.656102045,0.656102045,0.656102045,0.0,0.638343061,0.671268753,0.662513623,0.662513623,0.662513623,38.80715775489807,0.0,7.657433986663818,7.777148485183716,7.531086444854736,7.525650978088379,8.315837860107422,2.8948597521715493,2.9722750855705424,0.7653057960894885,0.7680549533677551,0.0,0.5367682642162557,0.6666461346658578,0.7742924625345398,0.8028841248182799,0.7653057960894885,0.0,0.5488749525620933,0.6734088954357954,0.8033394100862772,0.8370618270835457,0.7680549533677551,2.0,180.0
1074,MR_BraTS-T1n_bratsgli_0353,2.9852607250213623,0.0,0.5524799823760986,0.5905959606170654,0.6117291450500488,0.6067728996276855,0.6236827373504639,0.3837621905265732,0.0,0.1236258690804145,0.0,0.0,0.0768003520933047,0.0846445221445221,0.0945143575090684,0.104390200286123,0.1236258690804145,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(95, 218, 182)",[3557052    2591  178247   31330],False,"[[15, 39, 72, 95, 126, 145], [0, 94, 30, 152, 83, 154], [9, 52, 58, 117, 110, 153]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.71640794,1.648226679,0.466987365,0.445963354,0.0,0.502346661,0.468962496,0.409126431,0.353652001,0.466987365,0.0,0.469614795,0.454109934,0.406429365,0.329898305,0.445963354,0.662183243,0.135470047,0.13836241,0.0,0.0,0.360673766,0.136402244,0.137900501,0.13836241,0.13836241,0.0,0.270940093,0.0,0.0,0.0,0.0,35.69608473777771,0.0,7.059900283813477,7.05312180519104,7.260873794555664,7.203171730041504,7.119017124176025,1.4747768414442723,1.1004558168408556,0.4575321899676888,0.3378110165794663,0.0,0.0991334424580121,0.3559331916735118,0.4004329729693182,0.4400778605885917,0.4575321899676888,0.0,0.0,0.2703197422041589,0.3220005300545005,0.3392300362924629,0.3378110165794663,3.0,270.0
1075,MR_BraTS-T1n_bratsgli_0407,2.920682430267334,0.0,0.5537126064300537,0.6501305103302002,0.5788516998291016,0.5894875526428223,0.5485000610351562,0.2710194835409085,0.0,0.1162856153113362,0.0,0.0,0.0179876864397801,0.0385029239766081,0.0683962702403383,0.0969836384484037,0.1162856153113362,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(80, 218, 182)",[3068546   72066    3574   29894],False,"[[0, 79, 64, 167, 103, 157], [20, 44, 116, 154, 119, 145], [0, 45, 92, 148, 112, 153]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.601664292,2.888128395,0.681151431,0.7592002,0.0,0.543962997,0.679413759,0.669984945,0.639708374,0.681151431,0.0,0.595623406,0.748709759,0.746323408,0.715683425,0.7592002,1.812549047,1.756347449,0.489735716,0.494362654,0.0,0.298572935,0.456353829,0.470843392,0.4911975,0.489735716,0.0,0.304604345,0.413533205,0.460828668,0.482502076,0.494362654,39.91527438163757,0.0,8.021099090576172,7.9311089515686035,7.947075605392456,7.96851634979248,8.047474384307861,2.1736863555557324,2.4404719439138365,0.6931856621071336,0.7689382032375548,0.0,0.3534471245695372,0.4455145885978151,0.568102913594612,0.63675246002497,0.6931856621071336,0.0,0.4412239947990459,0.5335466037427058,0.6172679498400137,0.6845762913128165,0.7689382032375548,3.0,270.0
1076,MR_BraTS-T1n_bratsgli_0411,2.9084255695343018,0.0,0.5559787750244141,0.5787115097045898,0.578216552734375,0.5531952381134033,0.6423234939575195,0.1541610188873807,0.0,0.0472491909385113,0.0,0.0,0.0194877744832624,0.0324736526433039,0.0375746345480749,0.050744248985115,0.0472491909385113,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(80, 218, 182)",[3062480    1382   51983   46024   12211],False,"[[41, 60, 132, 176, 66, 90], [0, 79, 110, 190, 44, 111], [1, 75, 125, 186, 52, 96], [4, 63, 133, 168, 56, 89]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.644719671,2.244421249,0.433259761,0.580798476,0.0,0.379334513,0.386750365,0.423645706,0.428026463,0.433259761,0.0,0.514912763,0.519600673,0.597060223,0.579904734,0.580798476,1.169600283,1.151057979,0.294242884,0.283017016,0.0,0.279500377,0.294242884,0.294242884,0.294242884,0.294242884,0.0,0.320996845,0.283017016,0.283017016,0.283017016,0.283017016,40.21277356147766,0.0,7.930636405944824,7.974609613418579,7.985642194747925,8.074294805526733,8.2475905418396,1.5817954664166791,1.579630230941148,0.4581269927866798,0.4774875929386777,0.0,0.3522968104954439,0.3757273068574698,0.374122603823751,0.4267336540943967,0.4581269927866798,0.0,0.3091835462857129,0.3686965953142554,0.3916560264301675,0.4259420395845293,0.4774875929386777,4.0,360.0
1077,MR_BraTS-T1n_bratsgli_0416,3.040211200714112,0.0,0.5641086101531982,0.5671520233154297,0.6519351005554199,0.6341087818145752,0.6229066848754883,0.071780563270598,0.0,0.0231077147016011,0.0,0.0,0.0102292179867228,0.0131817267055745,0.0219670294494238,0.0199633407714376,0.0231077147016011,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(85, 218, 182)",[3164092    1295  133159   57902   16012],False,"[[39, 72, 150, 160, 93, 102], [0, 84, 108, 188, 38, 127], [5, 79, 114, 188, 56, 121], [9, 57, 133, 181, 55, 83]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.970231567,2.111533621,0.542712134,0.522627192,0.0,0.407076545,0.473136114,0.50207946,0.520121654,0.542712134,0.0,0.496954724,0.528573555,0.53402683,0.539142278,0.522627192,0.407397992,0.0,0.126947934,0.0,0.0,0.076964609,0.089937894,0.099095361,0.116408466,0.126947934,0.0,0.0,0.0,0.0,0.0,0.0,40.06090188026428,0.0,8.010526418685913,7.856350183486938,8.24106240272522,8.038369178771973,7.914593696594238,1.808598890899737,1.6554266189392584,0.5726418428160773,0.5223354313970654,0.0,0.278427947424461,0.3275322246583447,0.5059715846881914,0.549560186432932,0.5726418428160773,0.0,0.217092198270498,0.3322446232285891,0.4672876870788079,0.4861804937980795,0.5223354313970654,4.0,360.0
1078,MR_BraTS-T1n_bratsgli_0428,2.654993057250977,0.0,0.5269498825073242,0.5437233448028564,0.5246639251708984,0.5319483280181885,0.527707576751709,0.3215221600976543,0.0,0.0820675733809854,0.0,0.0,0.0632761679479597,0.0725116348896562,0.0974747179517156,0.0788639365918097,0.0820675733809854,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(65, 218, 182)",[2535807   19889   23244],False,"[[0, 64, 141, 164, 72, 121], [1, 55, 154, 185, 90, 121]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.158831558,3.409900641,0.787714642,0.849749141,0.0,0.782242614,0.791534618,0.792260311,0.790058001,0.787714642,0.0,0.836751125,0.856839007,0.85598573,0.853825772,0.849749141,2.380105081,2.169603072,0.616297826,0.569605605,0.0,0.489098434,0.5948113,0.616297826,0.616297826,0.616297826,0.0,0.415185154,0.537996483,0.569605605,0.569605605,0.569605605,34.71042275428772,0.0,6.91548228263855,6.939993858337402,6.9501612186431885,6.987940311431885,6.916845083236694,2.691393779791458,2.7425866695994534,0.7821579893768817,0.8112681630054495,0.0,0.4217845325152394,0.5944952750870907,0.7231132867576002,0.7718139570007065,0.7821579893768817,0.0,0.4434515876070483,0.600015236065906,0.7186765175860964,0.796535040641202,0.8112681630054495,2.0,180.0
1079,MR_BraTS-T1n_bratsgli_0430,2.630068063735962,0.0,0.4699268341064453,0.4979050159454345,0.5613052845001221,0.5453460216522217,0.5555849075317383,1.0944828331962375,0.5579522175849891,0.3548717948717949,0.2053022679273275,0.0,0.1455625539803248,0.2059726716267183,0.2789209141600565,0.3593720729834026,0.3548717948717949,0.0,0.0,0.1080818375374957,0.1810128622489239,0.1662063838349055,0.2053022679273275,[1. 1. 1.],"(46, 218, 182)",[1786924   38172],False,"[[0, 45, 96, 158, 43, 98]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.685898241,2.127691146,0.71524148,0.590655673,0.0,0.601770839,0.625695931,0.685604762,0.716091388,0.71524148,0.0,0.44898859,0.473368856,0.540770634,0.593729524,0.590655673,2.230839071,1.742780713,0.566873937,0.447634307,0.0,0.493560585,0.566873937,0.566873937,0.566873937,0.566873937,0.0,0.352121276,0.447634307,0.447634307,0.447634307,0.447634307,37.626333236694336,0.0,7.513447046279907,7.683433771133423,7.430113077163696,7.583184719085693,7.416154623031616,2.4899538762068727,1.9014688771218329,0.7619522935779817,0.6344386771101027,0.0,0.3163044419430253,0.5351198312084108,0.7034134007585335,0.7122922764794251,0.7619522935779817,0.0,0.1891796740759886,0.3949306714653956,0.5360775690198635,0.5586514610435278,0.6344386771101027,1.0,90.0
1080,MR_BraTS-T1n_bratsgli_0439,2.685495138168335,0.0,0.5069692134857178,0.5447802543640137,0.5425560474395752,0.5430741310119629,0.5481154918670654,0.6174873210889344,0.0,0.1909103563474387,0.0,0.0,0.0940262348036754,0.1384857782569035,0.1504233116755266,0.186109935580947,0.1909103563474387,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(73, 218, 182)",[2835458   30645   30245],False,"[[0, 72, 108, 180, 89, 129], [10, 67, 123, 176, 88, 114]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.30947688,3.3730531,0.82729846,0.841278537,0.0,0.709563871,0.845022738,0.847413137,0.84860984,0.82729846,0.0,0.673929567,0.868322722,0.874403306,0.87272302,0.841278537,1.973578224,2.03315947,0.485645077,0.512514716,0.0,0.529463843,0.494039464,0.486178564,0.485805736,0.485645077,0.0,0.466694395,0.517498029,0.513107989,0.512948897,0.512514716,38.11672377586365,0.0,7.518711805343628,7.451622724533081,7.59454870223999,7.87399435043335,7.677846193313599,3.1617291131853698,3.092184983508206,0.8536198624393978,0.8555955723445434,0.0,0.6424581808699944,0.7644271288873087,0.8111962964097973,0.8380666662335681,0.8536198624393978,0.0,0.5965352028362367,0.7300319721869074,0.8009160353969612,0.8351715883339473,0.8555955723445434,2.0,180.0
1081,MR_BraTS-T1n_bratsgli_0442,3.2028229236602783,0.0,0.5616610050201416,0.6083841323852539,0.6635019779205322,0.7000195980072021,0.6692562103271484,0.5112367629679526,0.0,0.1785863074572976,0.0,0.0,0.0565981727629539,0.1051182306919008,0.1471940596887048,0.1413322324772211,0.1785863074572976,0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1.],"(97, 218, 182)",[3785327   46284   16961],False,"[[0, 96, 49, 96, 55, 104], [36, 81, 54, 100, 67, 91]]",MR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.072131801,3.002724098,0.788818766,0.780206296,0.0,0.628426398,0.773616445,0.79741551,0.792477264,0.788818766,0.0,0.592002023,0.742462791,0.789529015,0.784628132,0.780206296,2.533600212,2.278436084,0.666566195,0.601421705,0.0,0.487088014,0.622960706,0.667246206,0.666566195,0.666566195,0.0,0.442655388,0.554037517,0.600938315,0.601421705,0.601421705,39.06473326683045,0.0,7.598640203475952,8.197170495986938,7.543755054473877,7.546186923980713,8.178980588912964,2.9621183878135247,2.9643535925598004,0.8273654031093878,0.840572628683018,0.0,0.4996873032481705,0.6957969015798657,0.7934875781857694,0.8093075548691102,0.8273654031093878,0.0,0.5152355577673301,0.6726396104082419,0.7952572295733953,0.8185526593529886,0.840572628683018,2.0,180.0
