CaseName,TotalRunningTime,RunningTime_1,RunningTime_2,RunningTime_3,RunningTime_4,RunningTime_5,RunningTime_6,DSC_AUC,NSD_AUC,DSC_Final,NSD_Final,DSC_1,DSC_2,DSC_3,DSC_4,DSC_5,DSC_6,NSD_1,NSD_2,NSD_3,NSD_4,NSD_5,NSD_6,modality,time_condition,spacing,shape,has_bbox,nb_classes
Microscopy_SELMA3D_patchvolume_vessel_006_1_0_1,89.28422594070435,14.570679664611816,14.481966018676758,15.30995750427246,15.434317827224731,14.51960563659668,14.9676992893219,2.565059084533977,3.664672097549068,0.6541226980767925,0.9321424671631716,0.5592773363672777,0.6081104526524488,0.6389531513892621,0.6476366095222547,0.6473527482578394,0.6541226980767925,0.841389224168355,0.8896637558532665,0.9136190372901812,0.9163056474079212,0.9238443013427468,0.9321424671631716,Mi,False,[1. 1. 1.],"(12, 250, 250)",True,33
MR_BraTS-T2f_bratsgli_0365,2.4165656566619877,0.0,0.4685473442077636,0.4907295703887939,0.497891902923584,0.4744424819946289,0.4849543571472168,0.2320551683549455,0.0,0.0880787076621407,0.0,0.0,0.0602935911206587,0.0542912116867041,0.0509956476524284,0.0525821596244131,0.0880787076621407,0.0,0.0,0.0,0.0,0.0,0.0,MR,True,[1. 1. 1.],"(68, 218, 182)",False,3
US_Cardiac_patient0215_4CH_half_sequence,8.725271940231323,1.4588637351989746,1.3941271305084229,1.3811824321746826,1.437471628189087,1.4566600322723389,1.5969669818878174,3.2456888648425406,3.402156514468098,0.8424198790394174,0.8748206526794347,0.7244151414717613,0.7733010193588891,0.784418587927744,0.8126181584470581,0.8407916692685852,0.8424198790394174,0.794793599944504,0.8208145777674772,0.8309400491679256,0.8513179136644983,0.8720809364122181,0.8748206526794347,US,True,[0.308 0.308 1.   ],"(14, 357, 433)",True,3
MR_BraTS-T1c_bratsgli_0607,2.5594396591186523,0.0,0.5011539459228516,0.4936103820800781,0.5368423461914062,0.5378944873809814,0.4899384975433349,0.0094818308285043,0.0,0.0019346517626827,0.0,0.0,0.0,0.0,0.0085145049471629,0.0,0.0019346517626827,0.0,0.0,0.0,0.0,0.0,0.0,MR,True,[1. 1. 1.],"(85, 218, 182)",False,4
MR_BraTS-T1c_bratsgli_0586,2.686093330383301,0.0,0.5045790672302246,0.5258405208587646,0.5361735820770264,0.5551974773406982,0.5643026828765869,0.4536671912689579,0.0,0.1234091785576552,0.0,0.0,0.1014327987550696,0.1187019641332194,0.1075030594590032,0.1150411790203727,0.1234091785576552,0.0,0.0,0.0,0.0,0.0,0.0,MR,True,[1. 1. 1.],"(64, 218, 182)",False,3
CT_TotalSeg_organs_s0275,56.25342535972595,9.738623857498167,9.3374924659729,9.513413667678831,9.185970783233644,9.41970992088318,9.058214664459229,3.384801015395776,3.2702822295521985,0.8452471976028337,0.8225961841772843,0.7790107666452519,0.8214272654218248,0.8452074201607247,0.8516052359288764,0.8546511277938457,0.8452471976028337,0.7033705207172234,0.7782159885547504,0.81511854983582,0.8253566907529892,0.8294009025973722,0.8225961841772843,CT,False,[1.5 1.5 1.5],"(245, 283, 283)",True,18
MR_WMH_T1_Singapore_92,57.21297740936279,9.398690700531006,9.52653694152832,9.573281526565552,9.637314796447754,9.530275821685793,9.54687762260437,1.1587872484575854,1.8112602388319847,0.2927171884549078,0.4596463663812035,0.2703670558497322,0.2859905807776089,0.2880032053644453,0.2894354000767072,0.2919947584001744,0.2927171884549078,0.4240312855132231,0.4383498234247767,0.4478099424574568,0.4552248319391699,0.4592273695323681,0.4596463663812035,MR,False,[1.         1.         2.99999857],"(18, 256, 232)",True,22
CT_TotalSeg_muscles_s1050,43.00716710090637,7.166413068771362,7.214961528778076,7.351386070251465,7.250465393066406,7.280489683151245,6.743451356887817,3.0379415411950155,2.434084124198785,0.7740171096724271,0.6312426669812552,0.6737002536524144,0.7288574261513614,0.7495326795484087,0.7650738573317766,0.7718977364029364,0.7740171096724271,0.5183705898751761,0.5666385452776058,0.5913662700978481,0.616279252619656,0.62749799535185,0.6312426669812552,CT,False,[1.5 1.5 1.5],"(217, 122, 255)",True,15
CT_AbdTumor_hepaticvessel_070,13.01055097579956,2.0973472595214844,2.1641764640808105,2.069147109985352,2.303459882736206,2.1549696922302246,2.2214505672454834,3.518789546746216,3.914956534678936,0.8825288939525091,0.9752810209615752,0.8538164350986691,0.8694716914580167,0.8787659854472214,0.881977559910547,0.8820457086831839,0.8825288939525091,0.9198500829127388,0.9757832354379262,0.9806175018978284,0.9796655944181056,0.9791413101632503,0.9752810209615752,CT,False,[0.64453101 0.64453101 5.        ],"(41, 512, 512)",True,4
MR_totalseg_mr_s0088,53.09156775474548,8.792026281356812,8.949013710021973,8.776427745819092,8.786267757415771,8.86605453491211,8.921777725219727,0.7576178450776696,0.5163990406950402,0.267920285994471,0.3958011266988632,0.1073950465020228,0.1242303086447704,0.1623015145226589,0.194782446243754,0.204458586991636,0.267920285994471,0.0,0.0,0.0,0.0,0.3184984773456085,0.3958011266988632,MR,False,[3.30000043 0.28650001 0.28650001],"(762, 768, 15)",True,5
MR_ISLES2022_DWI_sub-strokecase0129,8.172183275222778,1.418606519699097,1.3376262187957764,1.3357431888580322,1.3674888610839844,1.3462347984313965,1.3664836883544922,3.1173664721957226,3.94013551149978,0.7761924962292609,0.9850335948917768,0.7647545375393476,0.8013854707866193,0.7761924962292609,0.7761924962292609,0.7761924962292609,0.7761924962292609,0.9816619189433108,0.9850358587571224,0.9850335948917768,0.9850335948917768,0.9850335948917768,0.9850335948917768,MR,True,[2. 2. 2.],"(8, 112, 112)",True,3
CT_totalseg-vertebrae_s0764,67.12075138092041,10.853512287139893,11.295200109481812,11.19821548461914,11.22499179840088,11.276479721069336,11.27235198020935,1.8475029330596435,1.7517616484874807,0.470948433437018,0.4481918255268025,0.3521114005729349,0.4379442028680197,0.4623501765024911,0.467018906472478,0.4636875319321553,0.470948433437018,0.3540501657112725,0.4155925603176604,0.4401818923208488,0.4377540348694994,0.4419335283749011,0.4481918255268025,CT,False,[1.5 1.5 1.5],"(363, 291, 291)",True,20
MR_totalseg_mr_s0135,8.001086711883545,1.2875564098358154,1.3385460376739502,1.3378722667694092,1.3438348770141602,1.3462543487548828,1.3470227718353271,2.0272686487539904,3.0254111260261385,0.4983540873930625,0.7351559339559551,0.4598850997524589,0.5095358321198245,0.5125267403061374,0.5050503700387905,0.5057465786526191,0.4983540873930625,0.7923847654677946,0.7706523628746291,0.7728354067138371,0.784477360448887,0.7151942104481224,0.7351559339559551,MR,True,[0.6875     0.6875     3.85000181],"(21, 320, 320)",True,3
US_Cardiac_patient0201_4CH_half_sequence,12.39680290222168,1.9799723625183103,2.060072660446167,2.143622875213623,2.0749471187591557,2.1257598400115967,2.012428045272827,3.2321120447081384,3.1637395971832656,0.815860505164542,0.8016740955677716,0.731022344242353,0.7943286667818256,0.803988549398233,0.8093487256063291,0.8136801837303925,0.815860505164542,0.7202487697846056,0.7796581365941665,0.7858396279248927,0.790599710023816,0.796634143153588,0.8016740955677716,US,False,[0.308 0.308 1.   ],"(21, 519, 630)",True,3
MR_BraTS-T2w_bratsgli_0758,2.451534986495972,0.0,0.5074548721313477,0.4903798103332519,0.4802424907684326,0.4876320362091064,0.485825777053833,0.3058246009136776,0.0,0.0927958927303511,0.0,0.0,0.0481405482673552,0.0579568738413503,0.0686269131603489,0.1087725934131251,0.0927958927303511,0.0,0.0,0.0,0.0,0.0,0.0,MR,True,[1. 1. 1.],"(50, 218, 182)",False,2
